stock_id,stock_name,market,industry,type
4999,鑫禾,上市,電子零組件業,電子零件元件
5007,三星,上市,鋼鐵工業,線材、盤元
5009,榮剛,上櫃,鋼鐵工業,不鏽鋼/合金鋼
5011,久陽,上櫃,鋼鐵工業,線材、盤元
5013,強新,上櫃,鋼鐵工業,線材、盤元/不鏽鋼
5014,建錩,上櫃,鋼鐵工業,不鏽鋼
5015,華祺,上櫃,鋼鐵工業,不鏽鋼
5016,松和,上櫃,鋼鐵工業,線材、盤元/條鋼
5201,凱衛,上櫃,資訊服務業,軟體業
5202,力新,上櫃,資訊服務業,軟體業/醫療器材通路
5203,訊連,上市,資訊服務業,軟體業/INTERNET技術與基礎設施
5205,中茂,上櫃,其他電子業,營造工程/水資源
5206,坤悅,上櫃,建材營造業,地產
5209,新鼎,上櫃,其他業,軟體業/INTERNET技術與基礎設施
5210,寶碩,上櫃,資訊服務業,軟體業/電力
5211,蒙恬,上櫃,資訊服務業,週邊產品
5212,凌網,上櫃,資訊服務業,軟體業/消費性電子產品
5213,亞昕,上櫃,建材營造業,地產
5215,科嘉-KY,上市,電腦及週邊設備業,週邊產品
5220,萬達光電,上櫃,光電業,面板業
5222,全訊,上市,半導體業,IC製造/射頻前端晶片
5223,安力-KY,上櫃,電腦及週邊設備業,電子零件元件
5225,東科-KY,上市,其他電子業,電子零件元件
5227,立凱-KY,上櫃,電子零組件業,電池材料相關
5228,鈺鎧,上櫃,電子零組件業,被動元件
5230,雷笛克光學,上櫃,光電業,電子零件元件/LED
5234,達興材料,上市,光電業,電子化工材料
5236,凌陽創新,上櫃,半導體業,IC設計
5243,乙盛-KY,上市,光電業,車用金屬成型/電子零件元件
5244,弘凱,上市,光電業,LED
5245,智晶,上櫃,光電業,面板業
5251,天鉞電,上櫃,光電業,消費性電子產品
5258,虹堡,上市,電腦及週邊設備業,電腦系統業
5263,智崴,上櫃,文化創意業,軟體業/遊戲產業
5269,祥碩,上市,半導體業,傳輸介面/IC設計
5272,笙科,上櫃,半導體業,IC設計
5274,信驊,上櫃,半導體業,IC設計
5276,達輝-KY,上櫃,其他業,汽機車零組件/傳產其他
5278,尚凡,上櫃,電子商務,INTERNET應用與服務
5281,大峽谷-KY,上櫃,光電業,LED
5283,禾聯碩,上市,電器電纜,家電/顯示器
5284,jpp-KY,上市,其他業,電子零件元件
5285,界霖,上市,半導體業,封測服務與材料
5287,數字,上櫃,電子商務,INTERNET應用與服務/服務業/車輛整車/地產
5288,豐祥-KY,上市,電機機械,汽機車零組件/車用金屬成型
5289,宜鼎,上櫃,電腦及週邊設備業,電子零件元件/週邊產品
5291,邑昇,上櫃,電子零組件業,機械/印刷電路板相關
5299,杰力,上櫃,半導體業,IC設計/分離式元件
5301,寶得利,上櫃,觀光事業,旅館、餐飲/時尚產業
5302,太欣,上櫃,半導體業,IC設計
5306,桂盟,上市,其他業,機械
5309,系統電,上櫃,電子零組件業,汽機車零組件/車用電子/電子零件元件/電力設備/週邊產品/電腦系統業
5310,天剛,上櫃,資訊服務業,軟體業/遊戲產業
5312,寶島科,上櫃,生技醫療業,傳產其他
5314,世紀,上櫃,半導體業,車用電子/IC設計/消費性電子產品
5315,光聯,上櫃,光電業,面板業
5321,美而快,上櫃,電子商務,INTERNET應用與服務
5324,士開,上櫃,建材營造業,地產/旅館、餐飲
5328,華容,上櫃,電子零組件業,被動元件
5340,建榮,上櫃,電子零組件業,印刷電路板相關
5344,立衛,上櫃,半導體業,IC封裝測試
5345,天揚,上櫃,其他業,家居用品/電力設備
5347,世界,上櫃,半導體業,IC製造
5348,系通,上櫃,通信網路業,通訊設備
5351,鈺創,上櫃,半導體業,IC設計
5353,台林,上櫃,通信網路業,車用電子/通訊設備/電腦系統業
5355,佳總,上櫃,電子零組件業,LED/印刷電路板相關
5356,協益,上櫃,電腦及週邊設備業,電子零件元件/週邊產品
5364,力麗店,上櫃,觀光事業,旅館、餐飲
5371,中光電,上櫃,光電業,面板零組件/顯示器
5381,合正,上櫃,電子零組件業,印刷電路板相關
5383,金利,上櫃,其他電子業,電子零件元件/LED/封測服務與材料
5386,青雲,上櫃,電腦及週邊設備業,電子通路
5388,中磊,上市,通信網路業,通訊設備
5392,能率,上櫃,光電業,機械/汽機車零組件/電子零件元件
5398,慕康生醫,上櫃,其他業,生物科技/醫藥產業/醫療器材通路
5403,中菲,上櫃,資訊服務業,軟體業
5410,國眾,上櫃,資訊服務業,軟體業/傳產其他
5425,台半,上櫃,半導體業,分離式元件/週邊產品
5426,振發,上櫃,電腦及週邊設備業,電子零件元件
5432,新門,上櫃,光電業,面板業
5434,崇越,上市,電子通路業,營造工程/電子通路
5438,東友,上櫃,電腦及週邊設備業,電子其他/週邊產品
5439,高技,上櫃,電子零組件業,印刷電路板相關
5443,均豪,上櫃,光電業,機械/設備儀器廠商
5450,南良,上櫃,其他業,電子零件元件/紡織中游
5452,佶優,上櫃,其他電子業,石化業/電子通路
5455,昇益,上櫃,建材營造業,地產
5457,宣德,上櫃,電子零組件業,電子零件元件/電聲產品/電腦系統業
5460,同協,上櫃,電子零組件業,電子零件元件
5464,霖宏,上櫃,電子零組件業,印刷電路板相關
5465,富驊,上櫃,電腦及週邊設備業,電子零件元件
5468,凱鈺,上櫃,半導體業,IC設計
5469,瀚宇博,上市,電子零組件業,印刷電路板相關/電腦系統業
5471,松翰,上市,半導體業,IC設計
5474,聰泰,上櫃,電腦及週邊設備業,消費性電子產品
5475,德宏,上櫃,電子零組件業,印刷電路板相關
5478,智冠,上櫃,文化創意業,軟體業/傳播事業/遊戲產業
5481,新華,上櫃,其他業,服務業/地產
5483,中美晶,上櫃,半導體業,IC製造/太陽能
5484,慧友,上市,光電業,消費性電子產品
5487,通泰,上櫃,半導體業,IC設計
5488,松普,上櫃,電子零組件業,電子零件元件
5489,彩富,上櫃,其他電子業,消費性電子產品
5490,同亨,上櫃,電腦及週邊設備業,電腦系統業
5493,三聯,上櫃,其他電子業,電子化工材料/設備儀器廠商
5498,凱崴,上櫃,電子零組件業,印刷電路板相關/電腦系統業
5508,永信建,上櫃,建材營造業,地產
5511,德昌,上櫃,建材營造業,營造工程
5512,力麒,上櫃,建材營造業,營造工程/地產/旅館、餐飲
5514,三豐,上櫃,建材營造業,地產
5515,建國,上市,建材營造業,營造工程
5516,雙喜,上櫃,建材營造業,營造工程
5519,隆大,上市,建材營造業,地產
5520,力泰,上櫃,建材營造業,水泥
5521,工信,上市,建材營造業,營造工程
5522,遠雄,上市,建材營造業,地產
5523,豐謙,上櫃,建材營造業,地產
5525,順天,上市,建材營造業,地產
5529,鉅陞,上櫃,建材營造業,地產
5530,龍巖,上櫃,其他業,服務業
5531,鄉林,上市,建材營造業,地產/旅館、餐飲
5533,皇鼎,上市,建材營造業,地產
5534,長虹,上市,建材營造業,地產
5536,聖暉*,上櫃,其他電子業,營造工程/電子其他
5538,東明-KY,上市,鋼鐵工業,不鏽鋼
5543,桓鼎-KY,上櫃,建材營造業,電子零件元件/電力設備/建材
5546,永固-KY,上市,建材營造業,水泥
5601,台聯櫃,上櫃,航運業,運輸事業
5603,陸海,上櫃,航運業,運輸事業/其他公用事業
5604,中連,上櫃,其他業,地產
5607,遠雄港,上市,航運業,運輸事業/控股公司/地產
5608,四維航,上市,航運業,運輸事業
5609,中菲行,上櫃,航運業,運輸事業
5701,劍湖山,上櫃,觀光事業,休閒娛樂/旅館、餐飲
5703,亞都,上櫃,觀光事業,旅館、餐飲
5704,老爺知,上櫃,觀光事業,旅館、餐飲
5706,鳳凰,上市,觀光事業,休閒娛樂
5864,致和證,上櫃,金融保險業,金融業
5871,中租-KY,上市,其他業,金融業/控股公司/車輛整車
5876,上海商銀,上市,金融保險業,金融業
5878,台名,上櫃,金融保險業,金融業
5880,合庫金,上市,金融保險業,金融業
5902,德記,上櫃,貿易百貨業,飲料相關/流通業
5903,全家,上櫃,貿易百貨業,流通業
5904,寶雅,上櫃,貿易百貨業,流通業
5905,南仁湖,上櫃,貿易百貨業,休閒娛樂/服務業/旅館、餐飲
5906,台南-KY,上市,貿易百貨業,成衣/運動產業
5907,大洋-KY,上市,貿易百貨業,流通業
6005,群益證,上市,金融保險業,金融業
6015,宏遠證,上櫃,金融保險業,金融業
6016,康和證,上櫃,金融保險業,金融業
6020,大展證,上櫃,金融保險業,金融業
6021,美好證,上櫃,金融保險業,金融業
6023,元大期,上櫃,金融保險業,金融業
6024,群益期,上市,金融保險業,金融業
6026,福邦證,上櫃,金融保險業,金融業
6101,寬魚國際,上櫃,文化創意業,傳播事業
6103,合邦,上櫃,半導體業,IC製造/IC設計
6104,創惟,上櫃,半導體業,傳輸介面/IC設計
6108,競國,上市,電子零組件業,印刷電路板相關
6109,亞元,上櫃,通信網路業,電子零件元件
6111,大宇資,上櫃,文化創意業,遊戲產業
6112,邁達特,上市,資訊服務業,軟體業
6113,亞矽,上櫃,電子通路業,電子通路
6114,久威,上櫃,電子零組件業,電子通路
6115,鎰勝,上市,電子零組件業,電子零件元件
6116,彩晶,上市,光電業,面板業
6117,迎廣,上市,電腦及週邊設備業,電子零件元件
6118,建達,上櫃,電子通路業,電子通路
6120,達運,上市,光電業,面板零組件/面板業
6121,新普,上櫃,電腦及週邊設備業,汽機車零組件/電子零件元件/電力設備
6122,擎邦,上櫃,電機機械,營造工程/電子其他
6123,上奇,上櫃,電腦及週邊設備業,軟體業/電子通路
6124,業強,上櫃,電子零組件業,電子零件元件
6125,廣運,上櫃,光電業,機械/太陽能/設備儀器廠商
6126,信音,上櫃,電子零組件業,電子零件元件
6127,九豪,上櫃,電子零組件業,被動元件
6128,上福,上市,電腦及週邊設備業,週邊產品
6129,普誠,上櫃,半導體業,IC設計
6130,星寶國際,上櫃,生技醫療業,醫藥產業/醫療器材通路/醫療管理服務
6133,金橋,上市,電子零組件業,電子零件元件
6134,萬旭,上櫃,電子零組件業,電子零件元件/通訊設備/手機
6136,富爾特,上市,通信網路業,軟體業/INTERNET應用與服務/電子通路
6138,茂達,上櫃,半導體業,IC設計
6139,亞翔,上市,其他電子業,電子其他
6140,訊達,上櫃,資訊服務業,軟體業
6141,柏承,上市,電子零組件業,印刷電路板相關
6142,友勁,上市,通信網路業,通訊設備
6143,振曜,上櫃,通信網路業,電子零件元件/通訊設備/電聲產品/面板業/消費性電子產品
6144,得利影,上櫃,文化創意業,旅館、餐飲/文化創意產業
6146,耕興,上櫃,其他電子業,被動元件/設備儀器廠商
6147,頎邦,上櫃,半導體業,IC封裝測試/封測服務與材料
6148,驊宏資,上櫃,資訊服務業,軟體業/電子通路
6150,撼訊,上櫃,電腦及週邊設備業,電腦系統業
6151,晉倫,上櫃,其他電子業,傳產其他
6152,百一,上市,通信網路業,車用電子/通訊設備/消費性電子產品
6153,嘉聯益,上市,電子零組件業,印刷電路板相關
6154,順發,上櫃,電子通路業,電子通路
6155,鈞寶,上市,電子零組件業,被動元件
6156,松上,上櫃,電子零組件業,電子零件元件/印刷電路板相關
6158,禾昌,上櫃,電子零組件業,電子零件元件
6160,欣技,上櫃,電腦及週邊設備業,電腦系統業
6161,捷波,上櫃,電腦及週邊設備業,電腦系統業
6163,華電網,上櫃,通信網路業,軟體業
6164,華興,上市,光電業,LED
6165,浪凡,上市,其他業,INTERNET應用與服務
6166,凌華,上市,電腦及週邊設備業,機械/軟體業/電腦系統業
6167,久正,上櫃,光電業,面板業
6168,宏齊,上市,光電業,LED
6169,昱泉,上櫃,文化創意業,遊戲產業
6170,統振,上櫃,通信網路業,電子零件元件/金融業/電子通路
6171,大城地產,上櫃,建材營造業,地產
6173,信昌電,上櫃,電子零組件業,被動元件
6174,安碁,上櫃,電子零組件業,
6175,立敦,上櫃,電子零組件業,被動元件
6176,瑞儀,上市,光電業,面板零組件
6177,達麗,上市,建材營造業,地產
6179,亞通,上櫃,其他業,營造工程
6180,橘子,上櫃,文化創意業,軟體業/INTERNET應用與服務/遊戲產業
6182,合晶,上櫃,半導體業,IC製造
6183,關貿,上市,資訊服務業,軟體業/INTERNET技術與基礎設施
6184,大豐電,上市,其他業,傳播事業
6185,幃翔,上櫃,電子零組件業,電子零件元件
6186,新潤,上櫃,建材營造業,地產
6187,萬潤,上櫃,其他電子業,設備儀器廠商
6188,廣明,上櫃,電腦及週邊設備業,週邊產品
6189,豐藝,上市,電子通路業,顯示器/電子通路
6190,萬泰科,上櫃,通信網路業,電子零件元件
6191,精成科,上市,電子零組件業,印刷電路板相關/電腦系統業
6192,巨路,上市,其他電子業,電子通路/設備儀器廠商
6194,育富,上櫃,電子零組件業,印刷電路板相關
6195,詩肯,上櫃,貿易百貨業,流通業
6196,帆宣,上市,其他電子業,電子其他/設備儀器廠商
6197,佳必琪,上市,電子零組件業,電子零件元件
6198,瑞築,上櫃,半導體業,IC設計/地產
6199,天品,上櫃,其他業,服務業/地產
6201,亞弘電,上市,其他電子業,家電/電子零件元件
6202,盛群,上市,半導體業,IC設計
6203,海韻電,上櫃,電子零組件業,電子零件元件
6204,艾華,上櫃,電子零組件業,被動元件/電子零件元件
6205,詮欣,上市,電子零組件業,電子零件元件
6206,飛捷,上市,電腦及週邊設備業,週邊產品/電腦系統業
6207,雷科,上櫃,電子零組件業,被動元件/設備儀器廠商
6208,日揚,上櫃,電子零組件業,設備儀器廠商
6209,今國光,上市,光電業,數位相機
6210,慶生,上櫃,電子零組件業,印刷電路板相關
6212,理銘,上櫃,建材營造業,地產
6213,聯茂,上市,電子零組件業,印刷電路板相關
6214,精誠,上市,資訊服務業,軟體業/INTERNET技術與基礎設施
6215,和椿,上市,其他電子業,機械/設備儀器廠商
6216,居易,上市,通信網路業,通訊設備
6217,中探針,上櫃,電子零組件業,封測服務與材料
6218,豪勉,上櫃,通信網路業,軟體業/設備儀器廠商
6219,富旺,上櫃,建材營造業,地產
6220,岳豐,上櫃,電子零組件業,電子零件元件
6221,晉泰,上櫃,資訊服務業,軟體業/INTERNET技術與基礎設施
6222,上揚,上櫃,光電業,家電/LED
6223,旺矽,上櫃,半導體業,設備儀器廠商/封測服務與材料
6224,聚鼎,上市,電子零組件業,被動元件/LED
6225,天瀚,上市,光電業,車用電子/顯示器
6226,光鼎,上市,光電業,LED
6227,茂綸,上櫃,電子通路業,電子通路
6228,全譜,上櫃,電腦及週邊設備業,營造工程/體外診斷用醫材/建材/週邊產品
6229,研通,上櫃,半導體業,IC設計
6230,尼得科超眾,上市,電腦及週邊設備業,電子零件元件
6231,系微,上櫃,資訊服務業,軟體業/IC設計
6233,旺玖,上櫃,半導體業,傳輸介面/IC設計
6234,高僑,上櫃,光電業,印刷電路板相關/設備儀器廠商
6235,華孚,上市,電腦及週邊設備業,汽機車零組件/電子零件元件
6236,康呈,上櫃,其他業,生物科技/時尚產業
6237,驊訊,上櫃,半導體業,IC設計
6239,力成,上市,半導體業,IC封裝測試
6240,松崗,上櫃,其他業,軟體業/地產
6241,易通展,上櫃,通信網路業,通訊設備
6242,立康,上櫃,生技醫療業,生物科技/醫藥產業
6243,迅杰,上市,半導體業,IC設計
6244,茂迪,上櫃,光電業,太陽能
6245,立端,上櫃,通信網路業,通訊設備
6246,臺龍,上櫃,光電業,面板零組件
6248,沛波,上櫃,鋼鐵工業,條鋼
6257,矽格,上市,半導體業,IC封裝測試
6259,百徽,上櫃,電子零組件業,被動元件/電子零件元件/電子通路
6261,久元,上櫃,半導體業,IC封裝測試/設備儀器廠商
6263,普萊德,上櫃,通信網路業,通訊設備/光通訊
6264,富裔,上櫃,建材營造業,地產
6265,方土昶,上櫃,電子通路業,電子通路
6266,泰詠,上櫃,電子零組件業,電腦系統業
6269,台郡,上市,電子零組件業,印刷電路板相關
6270,倍微,上櫃,電子通路業,電子通路
6271,同欣電,上市,半導體業,IC封裝測試/LED/封測服務與材料
6274,台燿,上櫃,電子零組件業,印刷電路板相關
6275,元山,上櫃,電子零組件業,家電/電子零件元件
6276,安鈦克,上櫃,電腦及週邊設備業,電子零件元件
6277,宏正,上市,電腦及週邊設備業,消費性電子產品/週邊產品
6278,台表科,上市,光電業,LED/電腦系統業
6279,胡連,上櫃,電子零組件業,汽機車零組件/電子零件元件
6281,全國電,上市,電子通路業,家電/電子通路
6282,康舒,上市,電子零組件業,電子零件元件
6283,淳安,上市,其他電子業,數位相機/週邊產品
6284,佳邦,上櫃,電子零組件業,電子零件元件/通訊設備
6285,啟碁,上市,通信網路業,
6287,元隆,上櫃,半導體業,IC製造
6288,聯嘉,上市,汽車工業,LED
6290,良維,上櫃,電子零組件業,電子零件元件
6291,沛亨,上櫃,半導體業,電子零件元件/IC設計
6292,迅德,上櫃,電子零組件業,電子零件元件
6294,智基,上櫃,文化創意業,服務業
6404,通訊-KY,上櫃,資訊服務業,軟體業/傳播事業
6405,悅城,上市,光電業,面板零組件
6409,旭隼,上市,其他電子業,電子零件元件/太陽能
6411,晶焱,上櫃,半導體業,IC設計
6412,群電,上市,電子零組件業,電子零件元件
6414,樺漢,上市,電腦及週邊設備業,電腦系統業
6415,矽力*-KY,上市,半導體業,IC設計
6416,瑞祺電通,上市,通信網路業,通訊設備
6417,韋僑,上櫃,通信網路業,通訊設備
6418,詠昇,上櫃,電子零組件業,電子零件元件
6419,京晨科,上櫃,光電業,消費性電子產品
6425,易發,上櫃,電機機械,設備儀器廠商
6426,統新,上市,通信網路業,光通訊
6431,光麗-KY,上市,生技醫療業,時尚產業
6432,今展科,上櫃,電子零組件業,被動元件/電子通路
6435,大中,上櫃,半導體業,分離式元件
6438,迅得,上市,其他電子業,設備儀器廠商
6441,廣錠,上櫃,電腦及週邊設備業,電力設備/遊戲產業
6442,光聖,上市,通信網路業,電子零件元件/光通訊
6443,元晶,上市,光電業,太陽能
6446,藥華藥,上櫃,生技醫療業,醫藥產業
6449,鈺邦,上市,電子零組件業,被動元件
6451,訊芯-KY,上市,半導體業,IC封裝測試
6456,GIS-KY,上市,光電業,面板業
6457,紘康,上櫃,半導體業,IC設計
6461,益得,上櫃,生技醫療業,醫藥產業
6462,神盾,上櫃,半導體業,IC設計
6464,台數科,上市,其他業,傳播事業
6465,威潤,上櫃,通信網路業,通訊設備
6469,大樹,上櫃,生技醫療業,醫藥產業/醫療器材通路
6470,宇智,上櫃,通信網路業,通訊設備
6472,保瑞,上櫃,生技醫療業,生物科技/醫藥產業
6477,安集,上市,光電業,太陽能/電力
6482,弘煜科,上櫃,文化創意業,遊戲產業
6485,點序,上櫃,半導體業,IC設計
6486,互動,上櫃,通信網路業,軟體業
6488,環球晶,上櫃,半導體業,IC製造
6491,晶碩,上市,生技醫療業,輔助與彌補用醫材
6492,生華科,上櫃,生技醫療業,醫藥產業
6494,九齊,上櫃,半導體業,IC設計
6496,科懋,上櫃,生技醫療業,醫藥產業/醫療器材通路
6499,益安,上櫃,生技醫療業,手術與治療用醫材/診斷與監測用醫材
6504,南六,上市,其他業,其他醫療器材/紡織中游
6505,台塑化,上市,油電燃氣業,石化業/石油及天然氣
6506,雙邦,上櫃,紡織纖維,紡織中游/化學工業
6508,惠光,上櫃,農業科技業,石化業/化學工業
6509,聚和,上櫃,化學工業,化學工業/傳產其他
6510,精測,上櫃,半導體業,封測服務與材料
6512,啟發電,上櫃,其他電子業,傳輸介面/消費性電子產品
6514,芮特-KY,上櫃,通信網路業,通訊設備
6515,穎崴,上市,半導體業,封測服務與材料
6516,勤崴國際,上櫃,資訊服務業,軟體業
6517,保勝光學,上櫃,光電業,數位相機
6523,達爾膚,上櫃,生技醫療業,時尚產業
6525,捷敏-KY,上市,半導體業,IC封裝測試
6527,明達醫,上櫃,生技醫療業,診斷與監測用醫材
6530,創威,上櫃,通信網路業,光通訊
6531,愛普*,上市,半導體業,IC設計
6532,瑞耘,上櫃,半導體業,設備儀器廠商
6533,晶心科,上市,半導體業,IC設計
6535,順藥,上櫃,生技醫療業,醫藥產業
6538,倉和,上櫃,電子零組件業,電子其他
6541,泰福-KY,上市,生技醫療業,醫藥產業
6542,隆中,上櫃,文化創意業,遊戲產業
6546,正基,上櫃,通信網路業,通訊設備
6547,高端疫苗,上櫃,生技醫療業,醫藥產業
6548,長科*,上櫃,半導體業,封測服務與材料
6550,北極星藥業-KY,上市,生技醫療業,醫藥產業
6552,易華電,上市,半導體業,封測服務與材料
6556,勝品,上櫃,光電業,消費性電子產品
6558,興能高,上市,其他電子業,電子零件元件
6560,欣普羅,上櫃,光電業,消費性電子產品
6561,是方,上櫃,通信網路業,通訊服務/INTERNET技術與基礎設施
6568,宏觀,上櫃,半導體業,IC設計
6569,醫揚,上櫃,生技醫療業,電腦系統業
6570,維田,上櫃,電腦及週邊設備業,電腦系統業
6573,虹揚-KY,上市,半導體業,分離式元件
6574,霈方,上櫃,生技醫療業,時尚產業
6576,逸達,上櫃,生技醫療業,醫藥產業
6577,勁豐,上櫃,電腦及週邊設備業,顯示器/電腦系統業
6578,達邦蛋白,上櫃,農業科技業,生物科技/農林漁牧
6579,研揚,上市,電腦及週邊設備業,電腦系統業
6581,鋼聯,上市,其他業,傳產其他
6582,申豐,上市,橡膠工業,橡膠工業
6585,鼎基,上市,其他業,化學工業
6588,東典光電,上櫃,通信網路業,光通訊
6589,台康生技,上櫃,生技醫療業,醫藥產業
6590,普鴻,上櫃,資訊服務業,軟體業
6591,動力-KY,上市,電腦及週邊設備業,電子零件元件
6592,和潤企業,上市,其他業,金融業/車輛整車
6593,台灣銘板,上櫃,資訊服務業,電子其他/傳產其他
6594,展匯科,上櫃,半導體業,傳輸介面/IC設計
6596,寬宏藝術,上櫃,文化創意業,休閒娛樂/傳播事業/文化創意產業
6598,ABC-KY,上市,生技醫療業,體外診斷用醫材
6603,富強鑫,上櫃,電機機械,機械
6605,帝寶,上市,汽車工業,汽機車零組件
6609,瀧澤科,上櫃,電機機械,機械
6612,奈米醫材,上櫃,生技醫療業,輔助與彌補用醫材
6613,朋億*,上櫃,其他電子業,設備儀器廠商
6615,慧智,上櫃,生技醫療業,生物科技
6616,特昇-KY,上櫃,其他業,家居用品
6624,萬年清,上櫃,其他業,營造工程
6625,必應,上市,其他業,傳播事業
6629,泰金-KY,上櫃,其他業,傳產其他
6640,均華,上櫃,半導體業,設備儀器廠商
6641,基士德-KY,上市,其他業,機械/水資源
6642,富致,上櫃,電子零組件業,被動元件
6643,M31,上櫃,半導體業,IC設計
6649,台生材,上櫃,生技醫療業,輔助與彌補用醫材
6651,全宇昕,上櫃,半導體業,分離式元件
6654,天正國際,上櫃,其他電子業,設備儀器廠商
6655,科定,上市,其他業,建材
6661,威健生技,上櫃,生技醫療業,生物科技/體外診斷用醫材
6662,樂斯科,上櫃,生技醫療業,體外診斷用醫材/診斷與監測用醫材
6664,群翊,上櫃,電子零組件業,設備儀器廠商
6666,羅麗芬-KY,上市,生技醫療業,時尚產業
6667,信紘科,上櫃,其他電子業,設備儀器廠商
6668,中揚光,上市,光電業,機械/數位相機
6669,緯穎,上市,電腦及週邊設備業,電腦系統業
6670,復盛應用,上市,其他業,運動產業
6671,三能-KY,上市,其他業,傳產其他
6672,騰輝電子-KY,上市,電子零組件業,印刷電路板相關
6674,鋐寶科技,上市,通信網路業,通訊設備/消費性電子產品
6679,鈺太,上櫃,半導體業,IC設計
6680,鑫創電子,上櫃,電腦及週邊設備業,電腦系統業
6683,雍智科技,上櫃,半導體業,封測服務與材料
6684,安格,上櫃,半導體業,IC設計
6689,伊雲谷,上市,其他電子業,電子通路/INTERNET技術與基礎設施
6690,安碁資訊,上櫃,資訊服務業,
6691,洋基工程,上市,其他電子業,電子其他
6693,廣閎科,上櫃,半導體業,IC設計/分離式元件
6695,芯鼎,上市,半導體業,IC設計
6697,東捷資訊,上櫃,資訊服務業,軟體業
6698,旭暉應材,上市,其他電子業,電子零件元件/設備儀器廠商
6703,軒郁,上櫃,生技醫療業,INTERNET應用與服務/時尚產業
6706,惠特,上市,光電業,設備儀器廠商
6708,天擎,上櫃,半導體業,IC設計
6712,長聖,上櫃,生技醫療業,醫藥產業
6715,嘉基,上市,電子零組件業,電子零件元件/傳輸介面
6716,應廣,上櫃,半導體業,IC設計
6719,力智,上市,半導體業,IC設計/分離式元件
6721,信實,上櫃,其他業,服務業/地產
6727,亞泰金屬,上櫃,電子零組件業,設備儀器廠商
6728,上洋,上櫃,貿易百貨業,家電/服務業
6732,昇佳電子,上櫃,半導體業,IC設計
6733,博晟生醫,上櫃,生技醫療業,輔助與彌補用醫材
6735,美達科技,上櫃,其他電子業,設備儀器廠商
6741,91APP*-KY,上櫃,電子商務,軟體業/INTERNET技術與基礎設施
6743,安普新,上市,其他電子業,電子零件元件/電聲產品
6747,亨泰光,上櫃,生技醫療業,輔助與彌補用醫材
6751,智聯服務,上櫃,資訊服務業,軟體業
6752,叡揚,上櫃,資訊服務業,軟體業
6753,龍德造船,上市,航運業,機械
6754,匯僑設計,上市,其他業,營造工程
6756,威鋒電子,上市,半導體業,傳輸介面/IC設計
6761,穩得,上櫃,電子零組件業,電子零件元件/電子通路
6762,達亞,上櫃,生技醫療業,機械/手術與治療用醫材
6763,綠界科技,上櫃,電子商務,軟體業
6767,台微醫,上櫃,生技醫療業,輔助與彌補用醫材
6768,志強-KY,上市,其他業,傳產其他
6770,力積電,上市,半導體業,IC製造
6776,展碁國際,上市,電子通路業,
6781,AES-KY,上市,電子零組件業,汽機車零組件/電力設備
6782,視陽,上市,生技醫療業,輔助與彌補用醫材
6788,華景電,上櫃,半導體業,設備儀器廠商
6789,采鈺,上市,半導體業,IC封裝測試/IC製造/數位相機
6790,永豐實,上市,造紙工業,造紙業
6791,虎門科技,上櫃,資訊服務業,軟體業
6792,詠業,上市,通信網路業,電子零件元件/通訊設備
6796,晉弘,上市,生技醫療業,診斷與監測用醫材
6799,來頡,上市,半導體業,IC設計
6803,崑鼎,上櫃,其他業,控股公司/傳產其他
6804,明係,上櫃,其他業,車輛整車
6806,森崴能源,上市,其他業,營造工程/電力設備
6807,峰源-KY,上市,其他業,家居用品
6811,宏碁資訊,上櫃,資訊服務業,
6823,濾能,上櫃,半導體業,電子其他
6829,千附精密,上櫃,電機機械,機械/設備儀器廠商
6830,汎銓,上市,其他電子業,設備儀器廠商
6834,天二科技,上市,電子零組件業,被動元件
6835,圓裕,上市,電子零組件業,電子零件元件/印刷電路板相關
6841,長佳智能,上櫃,生技醫療業,診斷與監測用醫材
6843,進典,上櫃,電機機械,機械
6855,數泓科,上櫃,其他電子業,機械
6859,伯特光,上櫃,光電業,機械/數位相機
6865,偉康科技,上櫃,資訊服務業,軟體業
6874,倍力,上櫃,資訊服務業,軟體業
7402,邑錡,上櫃,光電業,消費性電子產品
7556,意德士,上櫃,半導體業,設備儀器廠商
8011,台通,上市,通信網路業,通訊服務/軟體業/光通訊/電線電纜
8016,矽創,上市,半導體業,手機零組件/IC設計
8021,尖點,上市,其他電子業,印刷電路板相關/電腦系統業
8024,佑華,上櫃,半導體業,IC設計
8027,鈦昇,上櫃,電機機械,設備儀器廠商
8028,昇陽半導體,上市,半導體業,IC製造
8032,光菱,上櫃,電子通路業,電子通路
8033,雷虎,上市,其他業,電子零件元件/航天軍工/傳產其他
8034,榮群,上櫃,通信網路業,通訊設備
8038,長園科,上櫃,電子零組件業,電池材料相關/電力設備
8039,台虹,上市,電子零組件業,印刷電路板相關
8040,九暘,上櫃,半導體業,IC設計
8042,金山電,上櫃,電子零組件業,被動元件
8043,蜜望實,上櫃,電子零組件業,被動元件/電子通路
8044,網家,上櫃,電子商務,INTERNET應用與服務
8046,南電,上市,電子零組件業,印刷電路板相關/封測服務與材料
8047,星雲,上櫃,其他電子業,設備儀器廠商
8048,德勝,上櫃,通信網路業,光通訊
8049,晶采,上櫃,光電業,面板業
8050,廣積,上櫃,電腦及週邊設備業,電腦系統業
8054,安國,上櫃,半導體業,IC設計
8059,凱碩,上櫃,通信網路業,通訊設備
