date,stock_id,Trading_Volume,Trading_money,open,high,low,close,spread,Trading_turnover,slowk,slowd,5MA,10MA,20MA,RSI,macd,macdsignal,macdhist,upperband,middleband,lowerband
2021-07-08,2330,21596183,12733045117,595.0,595.0,588.0,588.0,-6.0,23352,41.025641025641,48.40591507258173,590.6,591.7,594.35,47.1482513090006,0.16918972151324851,0.8122949588195613,-0.6431052373063127,609.6113891897139,594.35,579.0886108102861
2021-07-09,2330,30602492,17821338170,582.0,585.0,580.0,584.0,-4.0,51232,32.65856950067474,42.700054980756725,589.8,591.0,593.6,44.24479675537371,-0.4567999041219082,0.5584759862312674,-1.0152758903531756,609.3403938959611,593.6,577.8596061040389
2021-07-12,2330,33011596,19612592644,595.0,597.0,590.0,593.0,9.0,28636,34.95276653171388,36.21232568600988,590.2,591.3,593.15,51.48415754895128,-0.22409320165240842,0.40196214865453217,-0.6260553503069406,608.4113891897215,593.15,577.8886108102785
2021-07-13,2330,54894335,33158730436,600.0,608.0,599.0,607.0,14.0,60121,61.967418546365884,43.19291819291818,593.2,592.5,593.05,60.15168112801225,1.0775897498738232,0.5370876688983903,0.5405020809754328,607.9157324071242,593.05,578.1842675928757
2021-07-14,2330,39670241,24276719505,613.0,615.0,608.0,613.0,6.0,43173,86.37844611528818,61.09954373112267,597.0,594.3,593.45,63.18710486826687,2.5637790737207524,0.9424259498628627,1.6213531238578898,609.9239187809063,593.45,576.9760812190938
2021-07-15,2330,23057868,14117908308,613.0,614.0,608.0,614.0,1.0,29913,95.95238095238092,81.4327485380117,602.2,596.4,593.85,63.683634457657355,3.7787276428460927,1.5096862884595086,2.269041354386584,611.8419426410815,593.85,575.8580573589186
2021-07-16,2330,61882128,36562482701,591.0,595.0,588.0,589.0,-25.0,86192,72.38095238095237,84.90392648287384,603.2,596.5,593.15,46.718458820197746,2.6932460073420543,1.7463982322360176,0.9468477751060367,610.748579488128,593.15,575.5514205118719
2021-07-19,2330,43248966,25135531384,583.0,584.0,578.0,582.0,-7.0,86753,44.55598455598454,70.96310596310597,601.0,595.6,593.1,43.24465216923639,1.2537006119205216,1.6478587081729184,-0.39415809625239673,610.8189164454187,593.1,575.3810835545813
2021-07-20,2330,16352855,9502338666,579.0,584.0,579.0,581.0,-1.0,27956,14.877734877734857,43.93822393822395,595.8,594.5,593.25,42.75555368926457,0.03179238916095528,1.3246454443705258,-1.2928530552095705,610.4996376773556,593.25,576.0003623226444
2021-07-21,2330,26476215,15440430690,586.0,586.0,580.0,585.0,4.0,32757,12.612612612612592,24.01544401544402,590.2,593.6,592.75,45.414945504217705,-0.6068171003420275,0.9383529354280151,-1.5451700357700426,610.3440330794291,592.75,575.1559669205709
2021-07-22,2330,27075950,16014166571,589.0,594.0,587.0,591.0,6.0,23365,20.720720720720703,16.07035607035608,585.6,593.9,592.8,49.22535627281172,-0.6216043972422085,0.6263614688939704,-1.247965866136179,610.3681530048019,592.8,575.231846995198
2021-07-23,2330,15705191,9206201715,592.0,592.0,583.0,585.0,-6.0,23635,24.324324324324305,19.219219219219227,584.8,594.0,592.5,45.78350744333078,-1.1047385541041876,0.2801414642943387,-1.3848800183985264,610.3829527763188,592.5,574.6170472236812
2021-07-26,2330,22442745,13089591086,591.0,591.0,580.0,580.0,-5.0,37826,19.8198198198198,21.621621621621628,584.4,592.7,592.0,43.08026658509007,-1.869533251883695,-0.149793478941268,-1.7197397729424269,610.6761880478873,592.0,573.3238119521127
2021-07-27,2330,18925325,10997959654,581.0,584.0,580.0,580.0,0.0,20197,9.959959959959939,18.034701368034707,584.2,590.0,591.25,43.08026658509007,-2.447426154681011,-0.6093200140892168,-1.8381061405917944,610.5774416310087,591.25,571.9225583689913
2021-07-28,2330,39744486,22884618824,576.0,579.0,573.0,579.0,-1.0,75078,12.744562744562723,14.174780841447513,583.0,586.6,590.45,42.49823581265853,-2.9520724328876895,-1.0778704978489113,-1.8742019350387782,610.4046986947865,590.45,570.4953013052136
2021-07-29,2330,25014772,14525643464,585.0,585.0,577.0,583.0,4.0,26868,26.815776815776797,16.50676650676651,581.4,583.5,589.95,45.660704560631245,-2.994720400908477,-1.4612404784608244,-1.5334799224476527,610.1239931595052,589.95,569.7760068404949
2021-07-30,2330,26141286,15170421873,581.0,582.0,578.0,580.0,-3.0,16353,36.07503607503605,25.211791878458552,580.4,582.6,589.55,43.7186656886054,-3.2333224225668573,-1.815656867282031,-1.4176655552848263,610.1749848484824,589.55,568.9250151515175
2021-08-02,2330,24948096,14593329483,583.0,590.0,580.0,590.0,10.0,19791,53.96825396825394,38.953022286355626,582.4,583.4,589.5,51.17344545755698,-2.5856935515291752,-1.9696642041314598,-0.6160293473977154,610.1155281280883,589.5,568.8844718719117
2021-08-03,2330,28104984,16655446605,594.0,594.0,590.0,594.0,4.0,20221,71.4285714285714,53.82395382395382,585.2,584.7,589.6,53.80900266230009,-1.7297371021232948,-1.9216787837298268,0.19194168160653202,610.2823596332667,589.6,568.9176403667334
2021-08-04,2330,23714971,14132827829,598.0,598.0,594.0,596.0,2.0,18228,90.98412698412695,72.12698412698411,588.6,585.8,589.7,55.11362727299268,-0.8798596890317185,-1.713314964790205,0.8334552757584865,610.4855719189973,589.7,568.9144280810028
2021-08-05,2330,15673765,9343887536,598.0,598.0,593.0,596.0,0.0,15495,94.66666666666663,85.69312169312168,591.2,586.3,590.1,55.11362727299268,-0.2039744259084273,-1.4114468570138494,1.2074724311054221,611.0465987692515,590.1,569.1534012307485
2021-08-06,2330,13994018,8275142201,596.0,596.0,588.0,591.0,-5.0,13742,85.3333333333333,90.32804232804233,593.4,586.9,590.45,50.94192811716176,-0.0709705938213574,-1.143351604375351,1.0723810105539937,611.2102986490985,590.45,569.6897013509016
2021-08-09,2330,17611955,10366798182,590.0,595.0,583.0,595.0,4.0,15068,83.99999999999996,88.0,594.4,588.4,590.55,53.94525782782311,0.3531317885125418,-0.8440549257977725,1.1971867143103143,611.3776258848739,590.55,569.7223741151261
2021-08-10,2330,17620825,10435618093,596.0,596.0,589.0,591.0,-4.0,13983,75.55555555555553,81.62962962962963,593.8,589.5,589.75,50.60867300134202,0.3622931218111489,-0.6027853162759882,0.9650784380871371,609.1703501513208,589.75,570.3296498486792
2021-08-11,2330,20311399,11943131619,590.0,590.0,585.0,590.0,-1.0,18548,71.55555555555553,77.03703703703705,592.6,590.6,588.6,49.779727264766485,0.28557002827801625,-0.4251142473651873,0.7106842756432036,604.8406896405297,588.6,572.3593103594703
2021-08-12,2330,16031265,9383967628,586.0,588.0,584.0,586.0,-4.0,15202,53.33333333333331,66.81481481481484,590.6,590.9,587.2,46.49886372433823,-0.09688333592350773,-0.3594680650768514,0.2625847291533437,598.5243101335133,587.2,575.8756898664868
2021-08-13,2330,25440973,14769155709,585.0,585.0,579.0,581.0,-5.0,36198,34.61988304093564,53.16959064327488,588.6,591.0,586.8,42.709591804509024,-0.7942826003444452,-0.4464309721303702,-0.347851628214075,598.4034477635039,586.8,575.196552236496
2021-08-16,2330,19949389,11612486234,582.0,586.0,578.0,584.0,3.0,17055,24.619883040935644,37.524366471734915,586.4,590.4,586.9,45.57538426877803,-1.0923101425505592,-0.575606806214408,-0.5167033363361513,598.3699607671541,586.9,575.4300392328458
2021-08-17,2330,31845499,18475506150,580.0,582.0,578.0,580.0,-4.0,19184,16.842105263157865,25.360623781676438,584.2,589.0,586.85,42.521222858288745,-1.632447844933722,-0.7869750139582707,-0.8454728309754513,598.4305872044499,586.85,575.2694127955501
2021-08-18,2330,47063629,26855353529,568.0,575.0,566.0,574.0,-6.0,86118,22.22222222222219,21.22807017543862,581.0,586.8,586.3,38.36781434456577,-2.515661738881363,-1.1327123589428891,-1.3829493799384738,599.1545711713858,586.3,573.4454288286141
2021-08-19,2330,42133375,23766228074,573.0,573.0,559.0,559.0,-15.0,119048,12.222222222222191,17.095516569200804,575.6,583.1,584.7,30.378785307124357,-4.375551123155105,-1.7812801117853323,-2.594271011369773,602.0101126512769,584.7,567.3898873487232
2021-08-20,2330,47741449,26565551162,560.0,563.0,551.0,552.0,-7.0,72684,9.629629629629598,14.69135802469138,569.8,579.2,583.05,27.50094901595318,-6.341270143618544,-2.6932781181519747,-3.6479920254665696,605.4685191304045,583.05,560.6314808695954
2021-08-23,2330,34775337,19688362857,560.0,572.0,559.0,566.0,14.0,30421,13.561253561253528,11.80436847103516,566.2,576.3,582.35,39.78672538230494,-6.692289089638393,-3.4930803124492584,-3.199208777189135,605.9489406541886,582.35,558.7510593458114
2021-08-24,2330,27397309,15697269609,574.0,575.0,571.0,572.0,6.0,21032,32.48017248017245,18.557018557018576,564.6,574.4,581.95,44.154557324575116,-6.412406052022675,-4.076945460363942,-2.335460591658733,605.9622885206691,581.95,557.937711479331
2021-08-25,2330,28867651,16769849402,579.0,585.0,574.0,585.0,13.0,29096,64.12038412038409,36.720603387270074,566.8,573.9,582.25,52.2385826469574,-5.083011580363518,-4.2781586843638575,-0.8048528959996606,606.2572905593299,582.25,558.2427094406701
2021-08-26,2330,45027320,26834160811,601.0,603.0,591.0,594.0,9.0,42735,78.86397386397384,58.48817682151017,573.8,574.7,582.8,56.89112617899356,-3.2655884292873907,-4.075644633348564,0.8100562040611736,607.3487270545771,582.8,558.2512729454228
2021-08-27,2330,29459532,17596859741,596.0,600.0,593.0,599.0,5.0,31217,90.71428571428568,77.89954789954793,583.2,576.5,583.75,59.26518340135767,-1.4056063202756377,-3.541636970733979,2.1360306504583413,609.2441169684292,583.75,558.2558830315708
2021-08-30,2330,40606821,24425472555,602.0,605.0,599.0,605.0,6.0,43096,91.66666666666663,87.0816420816421,591.0,578.6,584.5,61.97162233782533,0.5462954041098556,-2.724050495765212,3.2703458998750676,611.522213084793,584.5,557.477786915207
2021-08-31,2330,58916407,35867753009,604.0,614.0,598.0,614.0,9.0,46791,97.4358974358974,93.27228327228329,599.4,582.0,585.5,65.65749540445805,2.787286266188403,-1.6217831433744891,4.409069409562892,615.2018517941215,585.5,555.7981482058785
2021-09-01,2330,31242788,19126702297,614.0,614.0,608.0,613.0,-1.0,30125,99.47089947089944,96.19115452448789,605.0,585.9,586.35,64.90474465541323,4.431512311791948,-0.41112405234120164,4.84263636413315,618.1070464621635,586.35,554.5929535378366
2021-09-02,2330,26715492,16341803689,613.0,615.0,607.0,607.0,-6.0,26153,94.70899470899468,97.20526387193057,607.6,590.7,586.9,60.42820427093376,5.190589557643307,0.7092186696557001,4.481370887987607,619.6713289324672,586.9,554.1286710675328
2021-09-03,2330,53915006,33278648609,610.0,620.0,610.0,620.0,13.0,62288,94.70899470899468,96.29629629629632,611.8,597.5,588.35,65.91377427888047,6.763193216841387,1.9200135790928377,4.843179637748549,624.1453907647315,588.35,552.5546092352686
2021-09-06,2330,59223061,37250623087,623.0,638.0,621.0,631.0,11.0,77024,91.59226190476187,93.67008377425047,617.0,604.0,590.15,69.7366253080125,8.795709551348864,3.295152773544043,5.500556777804821,630.4403214184257,590.15,549.8596785815743
2021-09-07,2330,27422775,17191259166,634.0,634.0,623.0,623.0,-8.0,29823,85.7158687943262,90.67237513602764,618.8,609.1,591.75,64.10561270256065,9.64972423449467,4.566067065734169,5.083657168760501,634.5138866334668,591.75,548.9861133665332
2021-09-08,2330,38713621,23960375113,622.0,627.0,612.0,619.0,-4.0,38267,71.64179472025212,82.98330847311344,620.0,612.5,593.2,61.434497787144636,9.88976737103917,5.630807126795169,4.258960244244001,637.5648509520743,593.2,548.8351490479258
2021-09-09,2330,19309522,11886107760,612.0,620.0,610.0,619.0,0.0,19569,59.45429472025213,72.27065274494353,622.4,615.0,594.85,61.434497787144636,9.965131453847107,6.497671992205556,3.4674594616415506,640.458222942797,594.85,549.2417770572031
2021-09-10,2330,16740439,10365721937,615.0,623.0,614.0,622.0,3.0,17067,56.75925925925922,62.61844956658786,622.8,617.3,596.9,62.783350169667415,10.149930875376413,7.228123768839728,2.9218071065366846,643.5085829005785,596.9,550.2914170994214
2021-09-13,2330,15809768,9734528161,619.0,620.0,613.0,615.0,-7.0,21779,46.10215053763437,54.10523483904861,619.6,618.3,598.45,57.71125472448608,9.620643460615838,7.70662770719495,1.9140157534208884,645.3007203786665,598.45,551.5992796213336
2021-09-14,2330,16024935,9849961184,618.0,618.0,612.0,613.0,-2.0,13569,35.05376344086018,45.97172441258463,617.6,618.2,600.1,56.31148514307882,8.936778466594205,7.952657859074801,0.9841206075194044,646.5581532134013,600.1,553.6418467865988
2021-09-15,2330,26041452,15872971715,610.0,613.0,607.0,607.0,-6.0,24839,15.05376344086018,32.06989247311829,615.2,617.6,601.75,52.21949446058336,7.820510696730025,7.926228426605846,-0.10571772987582051,646.702752974651,601.75,556.797247025349
2021-09-16,2330,23315040,14030697248,603.0,607.0,599.0,600.0,0.0,31437,7.306313757926627,19.13794687988237,611.4,616.9,603.8,47.850738620928155,6.298414743739727,7.600665690032622,-1.3022509462928955,644.2850589724193,603.8,563.3149410275806
2021-09-17,2330,42383815,25510152115,600.0,610.0,599.0,600.0,0.0,18681,1.8070818070817722,8.055719668622901,607.0,614.9,606.2,47.850738620928155,5.034112618248969,7.087355075675892,-2.053242457426923,639.0974163119197,606.2,573.3025836880804
2021-09-22,2330,42732169,25056693727,586.0,589.0,583.0,586.0,-14.0,70389,4.079809079809045,4.397734881605857,601.2,610.4,607.2,40.07415499596628,2.8693845983543724,6.243760980211588,-3.374376381857216,636.1247299036597,607.2,578.2752700963404
2021-09-23,2330,22736266,13406035166,588.0,593.0,588.0,588.0,2.0,22991,7.391774891774857,4.426221926221934,596.2,606.9,608.0,41.53591475797957,1.3002172369173195,5.255052231552734,-3.954834994635415,633.6904651573302,608.0,582.3095348426698
2021-09-24,2330,17302848,10289114839,591.0,598.0,590.0,598.0,10.0,15796,18.939393939393906,10.136992636992645,594.4,604.8,608.65,48.323421517549605,0.853716116282385,4.374785008498664,-3.521068892216279,632.577181196293,608.65,584.7228188037069
2021-09-27,2330,20034221,11993300562,600.0,602.0,593.0,602.0,4.0,16349,33.78378378378375,20.038317538317546,594.8,603.1,609.05,50.784727919474925,0.8132526614683684,3.662478539092605,-2.8492258776242365,632.24029969621,609.05,585.85970030379
2021-09-28,2330,17325896,10291543822,595.0,596.0,592.0,594.0,-8.0,16496,40.09330759330756,30.93882843882845,593.6,600.3,608.8,46.05966709112949,0.13410604973125828,2.9568040412203356,-2.8226979914890773,632.5200337267916,608.8,585.0799662732084
2021-09-29,2330,51834124,30040354500,580.0,583.0,577.0,580.0,-14.0,95024,30.371085371085332,34.74939224939225,592.4,596.8,607.55,39.1881616242462,-1.5163262648745786,2.0621779800013527,-3.578504244875931,634.3714466425681,607.55,580.7285533574318
2021-09-30,2330,36318623,21054651328,580.0,585.0,575.0,580.0,0.0,32973,18.015873015872977,29.493421993421993,590.8,593.5,605.85,39.1881616242462,-2.79211994423963,1.091318395153156,-3.883438339392786,635.0272171394022,605.85,576.6727828605979
2021-10-01,2330,39006124,22368447571,579.0,579.0,571.0,574.0,-6.0,78088,10.103785103785064,19.496914496914496,586.0,590.2,603.9,36.482878171598834,-4.238486844662475,0.02535734719002969,-4.263844191852504,635.9742887684239,603.9,571.8257112315761
2021-10-04,2330,22288138,12741914919,574.0,575.0,569.0,572.0,-2.0,42147,10.356310356310315,12.825322825322823,580.0,587.4,602.15,35.60065333036988,-5.482922600325196,-1.0762986423130154,-4.40662395801218,637.0514326353532,602.15,567.2485673646468
2021-10-05,2330,36063650,20406526124,562.0,572.0,560.0,572.0,0.0,56678,15.118215118215076,11.859436859436856,575.6,584.6,599.75,35.60065333036987,-6.395424430541652,-2.140123799958743,-4.2553006305829095,635.9874116073418,599.75,563.5125883926582
2021-10-06,2330,33989379,19345468774,573.0,574.0,565.0,571.0,-1.0,53606,21.28427128427124,15.586265586265583,573.8,583.1,596.75,35.10834194449096,-7.117237266972779,-3.13554649336155,-3.9816907736112293,632.0650109726715,596.75,561.4349890273285
2021-10-07,2330,28480400,16458019782,575.0,582.0,572.0,580.0,9.0,23304,34.126984126984084,23.509823509823505,573.8,582.3,594.6,42.77793982679536,-6.883703309567295,-3.885177856602699,-2.998525452964596,628.4667979000077,594.6,560.7332020999924
2021-10-08,2330,22601904,13051944932,582.0,583.0,573.0,575.0,-5.0,24157,38.49206349206345,31.301106301106298,574.0,580.0,592.4,39.952780707818846,-7.021148746818653,-4.51237203464589,-2.5087767121727635,625.3448023214604,592.4,559.4551976785395
2021-10-12,2330,27126088,15455194493,570.0,575.0,564.0,575.0,0.0,32210,49.761904761904724,40.79365079365079,574.6,577.3,590.2,39.95278070781884,-7.0488208273225155,-5.019661793181215,-2.0291590341413004,621.5853468994658,590.2,558.8146531005343
2021-10-13,2330,19267437,11006807040,572.0,575.0,570.0,571.0,-4.0,18050,48.555555555555515,45.6031746031746,574.4,575.0,587.65,37.646025379691125,-7.309261108887426,-5.4775816563224575,-1.831679452564969,616.4685704017434,587.65,558.8314295982566
2021-10-14,2330,14270641,8213170376,579.0,579.0,573.0,573.0,2.0,14814,53.507246376811544,50.6082355647573,574.8,574.3,585.55,39.52610881366007,-7.270469180097734,-5.8361591610775125,-1.4343100190202218,612.124235642821,585.55,558.975764357179
2021-10-15,2330,55305252,32878638999,592.0,600.0,586.0,600.0,27.0,61088,66.84057971014488,56.301127214170684,578.8,576.3,584.9,57.95637437509298,-5.003376139819693,-5.669602556825948,0.6662264170062553,609.3040980165276,584.9,560.4959019834723
2021-10-18,2330,19753943,11802365489,604.0,604.0,590.0,590.0,-10.0,21353,74.90118577075094,65.08300395256916,581.8,577.9,584.05,51.67486581887635,-3.967865910088335,-5.329255227478425,1.3613893173900902,606.4149279006255,584.05,561.6850720993745
2021-10-19,2330,18709936,11196540994,598.0,600.0,593.0,600.0,10.0,20482,86.060606060606,75.93412384716731,586.8,580.7,584.05,56.725849663290816,-2.3136300787023174,-4.7261301977232035,2.412500119020886,606.4149279006255,584.05,561.6850720993745
2021-10-20,2330,17537878,10527701553,603.0,604.0,597.0,598.0,-2.0,16410,81.060606060606,80.67413263065436,592.2,583.3,583.95,55.47694263752413,-1.1507543694544893,-4.011055032069461,2.8603006626149714,606.0450220638031,583.95,561.854977936197
2021-10-21,2330,16882324,10116911921,602.0,603.0,595.0,596.0,-2.0,17599,84.99999999999994,84.04040404040403,596.8,585.8,584.45,54.19204271163998,-0.38609956170239457,-3.2860639379960475,2.899964376293653,607.1522025363157,584.45,561.7477974636844
2021-10-22,2330,14236279,8520299817,600.0,602.0,594.0,600.0,4.0,12812,84.99999999999994,83.68686868686866,596.8,587.8,585.05,56.368602434960216,0.5364772769830779,-2.5215556950002225,3.0580329719833004,608.7098816565144,585.05,561.3901183434855
2021-10-25,2330,17724968,10518554968,597.0,597.0,590.0,593.0,-7.0,16139,79.21568627450974,83.07189542483657,597.4,589.6,584.8,51.735802118865905,0.6947756289221161,-1.8782894302157547,2.5730650591378708,608.0086190886136,584.8,561.5913809113863
2021-10-26,2330,27047187,16169131795,595.0,600.0,593.0,599.0,6.0,13081,80.5060088551549,81.5738983765549,597.2,592.0,584.65,55.13918905849609,1.2895133618781074,-1.2447288717969822,2.53424223367509,607.4471489445492,584.65,561.8528510554507
2021-10-27,2330,16260278,9708715733,598.0,599.0,594.0,599.0,0.0,12042,74.58008292922898,78.1005926862979,597.4,594.8,584.9,55.13918905849609,1.740780664201111,-0.6476269645973635,2.3884076287984746,608.205793271205,584.9,561.5942067287949
2021-10-28,2330,16927154,10066068774,598.0,598.0,591.0,595.0,-4.0,15065,63.935825226147756,73.00730567017725,597.2,597.0,585.65,52.288371289362956,1.7554113920701866,-0.1670192932638534,1.92243068533404,609.2404641751706,585.65,562.0595358248294
2021-10-29,2330,27684673,16352758906,595.0,596.0,589.0,590.0,-5.0,19937,38.20105820105815,58.905655452145,595.2,596.0,586.15,48.885951823902985,1.3480091259610845,0.1359863905811342,1.2120227353799502,609.6640383600977,586.15,562.6359616399022
2021-11-01,2330,17110357,10107402871,591.0,593.0,590.0,590.0,0.0,13798,16.349206349206295,39.495363258804105,594.6,596.0,586.95,48.88595182390297,1.013457388970096,0.31148059025892655,0.7019767987111694,609.8364588785554,586.95,564.0635411214447
2021-11-02,2330,16544999,9808608554,594.0,597.0,590.0,592.0,2.0,11662,11.587301587301534,22.045855379188698,593.2,595.2,587.95,50.38369221163338,0.8993389923080031,0.42905227066874185,0.4702867216392612,609.8632380081017,587.95,566.0367619918984
2021-11-03,2330,11404984,6773439607,597.0,597.0,592.0,592.0,0.0,8934,17.057387057387004,14.997964997964983,591.8,594.6,588.95,50.38369221163338,0.7996811146688287,0.5031780394687593,0.29650307520006947,609.6524153180216,588.95,568.2475846819785
2021-11-04,2330,18888245,11112246412,592.0,594.0,585.0,587.0,-5.0,22171,19.27960927960923,15.97476597476596,590.2,593.7,589.75,46.43836892446169,0.31362800694967063,0.46526803296494157,-0.15164002601527093,608.7854931640894,589.75,570.7145068359106
2021-11-05,2330,35086799,20974569571,598.0,600.0,595.0,600.0,13.0,31929,45.470085470085415,27.26902726902726,592.2,593.7,590.75,56.070218295277996,0.9662800962643132,0.5654704456248159,0.40080965063949736,609.7328870301673,590.75,571.7671129698327
2021-11-08,2330,20886897,12544595323,600.0,602.0,598.0,602.0,2.0,17964,71.11111111111104,45.28693528693527,594.6,594.6,592.1,57.34119019699465,1.626149623832589,0.7776062812663704,0.8485433425662186,610.2317401260822,592.1,573.9682598739179
2021-11-09,2330,42340785,25935652781,611.0,617.0,610.0,611.0,9.0,42855,93.74999999999993,70.11039886039883,598.4,595.8,593.9,62.58683151131007,2.8425585172398087,1.1905967284610581,1.6519617887787506,612.031740126095,593.9,575.768259873905
2021-11-10,2330,18518512,11303615778,611.0,612.0,608.0,612.0,1.0,19147,88.54166666666659,84.46759259259255,602.4,597.1,595.95,63.129347884339104,3.842963678544834,1.7210701184778134,2.1218935600670203,612.4602998155652,595.95,579.4397001844349
2021-11-11,2330,20257792,12225622771,600.0,606.0,600.0,606.0,-6.0,16140,77.08333333333326,86.4583333333333,606.2,598.2,597.6,57.721073772381324,4.104329959583765,2.1977220866990037,1.9066078728847615,610.8875881935006,597.6,584.3124118064994
2021-11-12,2330,21373014,12801799429,610.0,611.0,602.0,604.0,-2.0,13869,69.79166666666659,78.47222222222217,607.0,599.6,597.8,55.9989255990322,4.102786960858339,2.5787350615308706,1.524051899327468,611.3440023626761,597.8,584.2559976373238
2021-11-15,2330,17140935,10434209332,609.0,611.0,607.0,608.0,4.0,13140,65.62499999999993,70.8333333333333,608.2,601.4,598.7,58.6557675871782,4.37391097084992,2.9377702433946804,1.4361407274552396,612.4419067090362,598.7,584.9580932909639
2021-11-16,2330,21776308,13285168416,612.0,612.0,608.0,610.0,2.0,14487,69.79166666666659,68.40277777777773,608.0,603.2,599.2,59.957664313437206,4.69602908727245,3.289422012170234,1.4066070751022157,613.7958898324085,599.2,584.6041101675916
2021-11-17,2330,21829653,13330782804,615.0,615.0,608.0,610.0,0.0,14807,72.72727272727265,69.38131313131309,607.6,605.0,599.8,59.9576643134372,4.894884829913735,3.6105145757189345,1.2843702541948008,615.1179633111051,599.8,584.4820366888948
2021-11-18,2330,22933191,14019057524,613.0,614.0,607.0,613.0,3.0,15913,75.08472886762353,72.53455608718762,609.0,607.6,600.65,62.03726394946463,5.234217564690766,3.935255173513301,1.2989623911774655,616.8891502240715,600.65,584.4108497759285
2021-11-19,2330,38847820,24047156185,622.0,623.0,617.0,618.0,5.0,32179,75.130018722696,74.31400677253076,611.8,609.4,601.55,65.27428115841948,5.839287740773102,4.316061686965261,1.523226053807841,619.4550272270131,601.55,583.6449727729868
2021-11-22,2330,23296854,14354639781,618.0,618.0,615.0,615.0,-3.0,14108,74.14187643020587,74.78554134017516,613.2,610.7,602.65,61.86570201676152,6.0074847420822834,4.654346297988665,1.3531384440936183,621.0160011978671,602.65,584.2839988021328
2021-11-23,2330,20022520,12266300247,615.0,615.0,611.0,612.0,-3.0,15011,65.21739130434774,71.49642881908323,613.6,610.8,603.3,58.57184407275612,5.831485415562952,4.889774121503523,0.941711294059429,622.0200427349986,603.3,584.5799572650013
2021-11-24,2330,22978524,13904268592,612.0,612.0,602.0,603.0,-9.0,23584,40.717736369910206,60.02566803482131,612.2,609.9,603.5,49.975428801233285,4.909189813126886,4.8936572598281955,0.015532553298690743,622.1171963517629,603.5,584.8828036482371
2021-11-25,2330,14171433,8551663451,605.0,607.0,601.0,603.0,0.0,14137,22.008908965430624,42.648012213229556,610.2,609.6,603.9,49.97542880123329,4.1306483603564175,4.74105547993384,-0.6104071195774221,622.1087890865938,603.9,585.6912109134062
2021-11-26,2330,27882175,16609442268,598.0,601.0,592.0,596.0,-7.0,47638,8.918679886421744,23.881775073920892,605.8,608.8,604.2,44.13272190245213,2.915202511486541,4.37588488624438,-1.4606823747578392,621.6653943556911,604.2,586.734605644309
2021-11-29,2330,24160615,14360266132,594.0,598.0,591.0,593.0,-3.0,23653,9.414711632453491,13.447433494768653,601.4,607.3,604.35,41.87327372234893,1.6903922024119993,3.838786349477904,-2.148394147065905,621.3708695429972,604.35,587.3291304570029
2021-11-30,2330,69160408,41208103150,597.0,600.0,591.0,596.0,3.0,24427,11.592741935483794,9.975377818119709,598.2,605.9,604.55,44.910619553432426,0.9508354964144701,3.2611961788652173,-2.310360682450747,621.0724090253275,604.55,588.0275909746724
2021-12-01,2330,30119408,18021861252,596.0,603.0,594.0,600.0,4.0,15695,16.66666666666659,12.558040078201325,597.6,604.9,604.95,48.755551215732076,0.6796633136937089,2.744889605830916,-2.065226292137207,620.6021564009487,604.95,589.2978435990514
2021-12-02,2330,48720976,29780012954,605.0,615.0,602.0,615.0,15.0,40629,44.212962962962884,24.157457188371126,600.0,605.1,606.35,60.023431025329955,1.6560422210926617,2.527120128883265,-0.8710779077906032,620.2392044408568,606.35,592.4607955591432
2021-12-03,2330,27571974,16798271782,614.0,614.0,606.0,608.0,-7.0,16197,62.61574074074067,41.165123456790084,602.4,604.1,606.75,54.05051163604254,1.843734616107895,2.390443026328191,-0.5467084102202961,620.3422772190681,606.75,593.1577227809319
2021-12-06,2330,24474913,14740969839,603.0,609.0,600.0,600.0,-8.0,19139,65.74074074074066,57.52314814814812,603.8,602.6,606.65,48.15303616987317,1.3315992034719102,2.178674261756935,-0.8470750582850246,620.4089970564738,606.65,592.8910029435261
2021-12-07,2330,21105883,12704452330,602.0,607.0,597.0,607.0,7.0,22160,58.33333333333326,62.22993827160491,606.0,602.1,606.45,52.98673394706137,1.4735831485180597,2.0376560391091596,-0.5640728905910999,620.0657996459958,606.45,592.8342003540043
2021-12-08,2330,22194708,13490034097,614.0,614.0,602.0,602.0,-5.0,15634,49.99999999999992,58.024691358024654,606.4,602.0,605.95,49.44104637399466,1.1691707618902,1.8639589836653676,-0.6947882217751675,619.447777594838,605.95,592.452222405162
2021-12-09,2330,12467833,7554386680,606.0,608.0,602.0,608.0,6.0,9231,61.111111111111036,56.481481481481445,605.0,602.5,606.05,53.46522169282025,1.3959796240833384,1.7703631117489618,-0.37438348766562335,619.5773796427919,606.05,592.522620357208
2021-12-10,2330,11371659,6874539365,605.0,608.0,602.0,605.0,-3.0,9215,58.33333333333326,56.481481481481445,604.4,603.4,606.1,51.26797088571915,1.3184540360684878,1.6799812966128669,-0.3615272605443791,619.604073459511,606.1,592.595926540489
2021-12-13,2330,17994933,10887156003,609.0,610.0,601.0,601.0,-4.0,12503,54.16666666666659,57.870370370370345,604.6,604.2,605.75,48.411186847696555,0.9236011789505483,1.5287052730804032,-0.6051040941298549,619.4010072888448,605.75,592.0989927111552
